ID,Тип,Артикул,Имя,Опубликован,рекомендуемый?,"Видимость в каталоге","Короткое описание",Описание,"Дата начала действия продажной цены","Дата окончания действия продажной цены","Статус налога","Налоговый класс","В наличии?",Запасы,"Задержанный заказ возможен?","Продано индивидуально?","Вес (kg)","Длина (cm)","Ширина (cm)","Высота (cm)","Разрешить отзывы от клиентов?","Примечание к покупке","Цена распродажи","Базовая цена",Категории,Метки,"Класс доставки",Изображения,"Лимит загрузок","Число дней до просроченной загрузки",Родительский,"Сгруппированные продукты",Апсейл,Кросселы,"Внешний URL","Текст кнопки",Позиция
172,simple,175,"Горячий ролл Маэстро",1,0,visible,,"<p>Состав: Рис, нори, лосось, сыр сливочный, огурец, кляр, сухари.</p>
<p><br /></p>
<p>Вес: 240гр</p>",,,taxable,,1,,0,0,,,,,1,,190,380,"Роллы > Горячие роллы",,,,,,,,,,,,0
173,simple,109,"Картофель по-деревенски со свининой",1,0,visible,,"<p>Вес 320гр.</p>
<p>Состав: картофель, свинина, лук, грибы, чеснок, барбекю соус</p>",,,taxable,,1,,0,0,,,,,1,,,260,WOK,,,,,,,,,,,,0
174,simple,107,"Картофель по-деревенски с курицей",1,0,visible,,"<p>Вес 320гр.</p>
<p>Состав: картофель, курица, лук, грибы, чеснок, барбекю соус<br /></p>",,,taxable,,1,,0,0,,,,,1,,,260,WOK,,,,,,,,,,,,0
175,simple,86,"Рис со свининой",1,0,visible,,"<p>Вес 350гр</p>
<p>Состав: рис, овощной микс, свинина, соус чили</p>",,,taxable,,1,,0,0,,,,,1,,,230,WOK,,,,,,,,,,,,0
176,simple,83,"Рис с говядиной",1,0,visible,,"<p>Вес 350 гр.</p>
<p>Состав: рис, овощной микс, говядина, устричный соус</p>",,,taxable,,1,,0,0,,,,,1,,,230,WOK,,,,,,,,,,,,0
177,simple,84,"Рис с морепродуктами",1,0,visible,,"<p>Вес 350 гр.</p>
<p>Состав: рис, овощной микс, морской коктейль, устричный соус</p>",,,taxable,,1,,0,0,,,,,1,,,220,WOK,,,,,,,,,,,,0
178,simple,88,"Фунчоза с говядиной",1,0,visible,,"<p><span style=""font-weight: bold; font-weight: bold;"">Состав:</span> фунчоза, говядина, овощной микс, чеснок, устричный соус.<br /></p>
<p>Вес: 350гр</p>",,,taxable,,1,,0,0,,,,,1,,,230,WOK,,,,,,,,,,,,0
179,simple,89,"Фунчоза с курицей",1,0,visible,,"<p><span><span style=""font-weight: bold; font-weight: bold;"">Состав:</span> фунчоза, курица, овощной микс, чеснок,&nbsp;терияки.</span></p>
<p><span>Вес: 350гр.</span></p>",,,taxable,,1,,0,0,,,,,1,,,190,WOK,,,,,,,,,,,,0
180,simple,93,"Фунчоза с морепродуктами",1,0,visible,,"<p><span><span style=""font-weight: bold; font-weight: bold;"">Состав:</span> фунчоза,&nbsp;морепродукты, овощной микс, чеснок, устричный соус.</span></p>
<p><span>Вес: 350гр.</span></p>",,,taxable,,1,,0,0,,,,,1,,,270,WOK,,,,,,,,,,,,0
181,simple,98,"Удон со свининой",1,0,visible,,"<p><span style=""font-weight: bold; font-weight: bold;"">Состав:</span> лапша удон, свинина, овощный микс, чеснок.<br /></p>
<p>Вес: 350гр.</p>",,,taxable,,1,,0,0,,,,,1,,,240,WOK,,,,,,,,,,,,0
182,simple,99,"Удон с говядиной",1,0,visible,,"<p><span style=""font-weight: bold; font-weight: bold;"">Состав:</span> лапша удон, говядина, овощный микс, чеснок, устричный соус.</p>
<p>Вес: 350гр.</p>
<p><br /></p>",,,taxable,,1,,0,0,,,,,1,,,250,WOK,,,,,,,,,,,,0
183,simple,100,"Удон с курицей",1,0,visible,,"<p><span style=""font-weight: bold; font-weight: bold;"">Состав:</span> лапша удон, курица, овощной микс, соус терияки, чеснок.</p>
<p>Вес: 350гр.</p>",,,taxable,,1,,0,0,,,,,1,,,220,WOK,,,,,,,,,,,,0
184,simple,101,"Удон с морепродуктами",1,0,visible,,"<p><span style=""font-weight: bold; font-weight: bold;"">Состав:</span><span>&nbsp;</span>лапша удон, овощной микс, морской коктейл, устричный соус, чеснок.</p>
<p>Вес: 350гр.</p>",,,taxable,,1,,0,0,,,,,1,,,270,WOK,,,,,,,,,,,,0
185,simple,102,"Яичная лапша c говядиной",1,0,visible,,"<p><span style=""font-weight: bold; font-weight: bold;"">Состав:</span><span>&nbsp;яичная лапша, говядина</span>, овощной микс,&nbsp;устричный соус, чеснок.</p>
<p>Вес: 350гр.</p>",,,taxable,,1,,0,0,,,,,1,,,220,WOK,,,,,,,,,,,,0
186,simple,103,"Яичная лапша с курицей",1,0,visible,,"<p><span style=""font-weight: bold; font-weight: bold;"">Состав:</span><span>&nbsp;яичная лапша,</span>&nbsp;курица, овощной микс, соус терияки, чеснок.</p>
<p>Вес: 350гр.</p>",,,taxable,,1,,0,0,,,,,1,,,200,WOK,,,,,,,,,,,,0
187,simple,104,"Яичная лапша с морепродуктами",1,0,visible,,"<p><span style=""font-weight: bold; font-weight: bold;"">Состав:</span><span>&nbsp;яичная лапша,</span>&nbsp;морской коктейл, овощной микс, соус терияки, чеснок.</p>
<p>Вес: 350гр.</p>",,,taxable,,1,,0,0,,,,,1,,,270,WOK,,,,,,,,,,,,0
188,simple,149,"Фунчоза со свининой",1,0,visible,,"<p><span style=""font-weight: bold; font-weight: bold;"">Состав:</span> фунчоза, свинина, овощной микс, чеснок.<br /></p>
<p>Вес: 350гр.</p>",,,taxable,,1,,0,0,,,,,1,,,230,WOK,,,,,,,,,,,,0
189,simple,150,"Рис с курицей",1,0,visible,,"<p><span style=""font-weight: bold; font-weight: bold;"">Состав:</span> рис, овощной микс, курица, соус терияки.<br /></p>
<p>Вес: 350гр.</p>",,,taxable,,1,,0,0,,,,,1,,,230,WOK,,,https://foodhome.dev/wp-content/uploads/2018/02/Рис-с-курицей.-вес-350гр.-состав.-рис.-овощной-микс-свинина.-чили-соус..jpg,,,,,,,,,0
190,simple,151,"Яичная лапша со свининой",1,0,visible,,"<p><span style=""font-weight: bold; font-weight: bold;"">Состав:</span> лапша яичная, овощной микс, свинина, чеснок, унаги-соус.<br /></p>
<p>Вес: 350гр.</p>
<p><br /></p>",,,taxable,,1,,0,0,,,,,1,,,200,WOK,,,https://foodhome.dev/wp-content/uploads/2018/02/Яичная-лапша-со-свининой.-Вес350г.-Состав.-яичная-лапша.-свинина.-овощной-микс.-чеснок.-чили-соус..jpg,,,,,,,,,0
191,simple,61,"Бургер с говядиной",1,0,visible,,"<p><span style=""font-weight: bold; font-weight: bold;"">Состав: Булочка, Говяжья Котлета, Соус Цезарь, Лук красный, Огурцы, Помидоры, лист салата, Сыр чеддер.</span></p>
<p><span style=""font-weight: bold; font-weight: bold;"">Вес: 270гр.</span></p>",,,taxable,,1,,0,0,,,,,1,,,250,Бургеры,,,,,,,,,,,,0
192,simple,62,"Бургер с курицей",1,0,visible,,"<p><span style=""font-weight: bold; font-weight: bold;"">Состав: Булочка, Куриная котлета, Соус Цезарь, Лук красный, Огурцы, Помидоры, Лист салата, Сыр Чеддер.</span></p>
<p><span style=""font-weight: bold; font-weight: bold;"">Вес: 270гр. </span></p>",,,taxable,,1,,0,0,,,,,1,,,230,Бургеры,,,,,,,,,,,,0
193,simple,125,"Фреш Ролл с креветкой",1,0,visible,,"<p><span style=""font-weight: bold; font-weight: bold;"">Состав:&nbsp;</span>лепёшка тартилья, соус цезарь, огурец, помидор, креветка, пармезан.<br /></p>
<ul>
<li>Вес - 270гр.</li>
</ul>
<h3><br /></h3>",,,taxable,,1,,0,0,,,,,1,,,250,Бургеры,,,,,,,,,,,,0
194,simple,126,"Фреш Ролл с курицей",1,0,visible,,"<p><span><span style=""font-weight: bold; font-weight: bold;"">Состав:</span> сочная курица, салат, ломтик помидора, итальянский сыр &laquo;Пармезан&raquo; в пресной пшеничной лепешке, заправленной соусом ""Цезарь"".</span></p>
<ul>
<li><span>Вес: 270гр.</span></li>
</ul>",,,taxable,,1,,0,0,,,,,1,,,220,Бургеры,,,,,,,,,,,,0
195,simple,63,"Суп-лапша с курицей",1,0,visible,,"<p><span style=""font-weight: bold; font-weight: bold;"">Состав: лук, марковь, курица, грибы, лапша, укроп.</span></p>
<p><span style=""font-weight: bold; font-weight: bold;"">Вес: 450гр.</span></p>",,,taxable,,1,,0,0,,,,,1,,,145,Супы,,,https://foodhome.dev/wp-content/uploads/2018/02/Суп-Лапша-с-курицей.-вес450г.-Состав.-лук-.-марковка.-курица.-грибы.-лапша-.-укроп..jpg,,,,,,,,,0
196,simple,64,"Суп Рамен",1,0,visible,,"<p><span style=""font-weight: bold; font-weight: bold;"">Состав: свинина, водоросли вакаме, яйцо, лапша удон.</span></p>
<p><span style=""font-weight: bold; font-weight: bold;"">Вес: 450гр.</span></p>",,,taxable,,1,,0,0,,,,,1,,,150,Супы,,,https://foodhome.dev/wp-content/uploads/2018/02/Суп-рамен-Вес450г.-состав.-свинина.-водросли-вакаме.-яйцо.-лапша-удон..jpg,,,,,,,,,0
197,simple,65,"Суп с морепродуктами",1,0,visible,,"<p><span style=""font-weight: bold; font-weight: bold;"">Состав: морской котлеты, ширачи, вакаме-тофу, фунчоза.&nbsp;</span></p>
<p><span style=""font-weight: bold; font-weight: bold;"">Вес: 450гр.</span></p>",,,taxable,,1,,0,0,,,,,1,,,150,Супы,,,https://foodhome.dev/wp-content/uploads/2018/02/Суп-с-морепродуктами-Вес450г.-Состав.-морской-коктель.-ширачи.-вакаме.тофу.-фунчоза..jpg,,,,,,,,,0
198,simple,66,"Мисо суп с лососем",1,0,visible,,"<p><span style=""font-weight: bold; font-weight: bold;"">Состав: мисо паста, лосось, вокаме, тофу, яйцо, кунжут.</span></p>
<p><span style=""font-weight: bold; font-weight: bold;"">Вес: 450гр.&nbsp;</span></p>",,,taxable,,1,,0,0,,,,,1,,,165,Супы,,,https://foodhome.dev/wp-content/uploads/2018/02/Мисо-суп-с-лососем.-Вес.-450г.-Составмисо-паста.лосось.вокаметофу.яйцо.кунжут.jpg,,,,,,,,,0
199,simple,105,"Закуска из кальмаров",1,0,visible,,"<p>Вес 200гр.</p>
<p>Состав: кальмар, грибы, чеснок, айсберг, соус терияки</p>",,,taxable,,1,,0,0,,,,,1,,,220,Салаты,,,,,,,,,,,,0
200,simple,96,"Цезарь с курицей",1,0,visible,,"<p>Вес 240гр.&nbsp;</p>
<p>Состав: соус цезарь, лист салата, помидор, курица, сухарики, помидор, пармезан</p>",,,taxable,,1,,0,0,,,,,1,,,220,Салаты,,,,,,,,,,,,0
201,simple,97,"Цезарь с креветками",1,0,visible,,"<p>Вес 240гр.</p>
<p>Состав: соус цезарь, лист салата, помидор, сухари, креветки, пармезан</p>",,,taxable,,1,,0,0,,,,,1,,,270,Салаты,,,,,,,,,,,,0
202,simple,80,"Соус Спайси",1,0,visible,,"<p>40 мл.</p>",,,taxable,,1,,0,0,,,,,1,,,55,Соусы,,,,,,,,,,,,0
203,simple,72,"Соус Чили",1,0,visible,,<p><span>40мл</span></p>,,,taxable,,1,,0,0,,,,,1,,,50,Соусы,,,,,,,,,,,,0
204,simple,78,"Сырный Heinz",1,0,visible,,"<p>25 мл.</p>",,,taxable,,1,,0,0,,,,,1,,,28,Соусы,,,,,,,,,,,,0
205,simple,73,"Кетчуп Heinz",1,0,visible,,"<p>25 мл.</p>",,,taxable,,1,,0,0,,,,,1,,,28,Соусы,,,,,,,,,,,,0
206,simple,75,"Соевый соус",1,0,visible,,"<p>50 мл.</p>",,,taxable,,1,,0,0,,,,,1,,,20,Соусы,,,,,,,,,,,,0
207,simple,76,Имбирь,1,0,visible,,"<p>20 мл.</p>",,,taxable,,1,,0,0,,,,,1,,,20,Соусы,,,,,,,,,,,,0
208,simple,77,Васаби,1,0,visible,,"<p><span>15 гр.</span></p>",,,taxable,,1,,0,0,,,,,1,,,15,Соусы,,,,,,,,,,,,0
209,simple,114,"Кола 1 литр",1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,80,Напитки,,,,,,,,,,,,0
210,simple,115,"Ягодный морс 0.5 л.",1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,70,Напитки,,,,,,,,,,,,0
211,simple,116,"Fanta 1л.",1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,80,Напитки,,,,,,,,,,,,0
212,simple,117,"Sprite 1л.",1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,80,Напитки,,,,,,,,,,,,0
213,simple,111,"Куринные крылья острые",1,0,visible,,"<p>Вес 250 гр.&nbsp;</p>",,,taxable,,1,,0,0,,,,,1,,,200,Закуски,,,,,,,,,,,,0
214,simple,112,Наггетсы,1,0,visible,,"<p>Вес 180 гр.&nbsp;</p>",,,taxable,,1,,0,0,,,,,1,,,150,Закуски,,,,,,,,,,,,0
215,simple,106,"Картофель по-деревенски",1,0,visible,,"<p>Вес 220 гр.&nbsp;</p>",,,taxable,,1,,0,0,,,,,1,,,120,Закуски,,,,,,,,,,,,0
216,simple,108,"Картофель фри",1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,120,Закуски,,,,,,,,,,,,0
217,simple,165,"Запеченные мидии",1,0,visible,,"<p>Запеченные мидии с сырным соусом 4 шт</p>",,,taxable,,1,,0,0,,,,,1,,270,320,Закуски,,,,,,,,,,,,0
